id,name,ppOld,ppNew,ppDiff,minuteUpdated
23149948,ElGordoOfDead,8818.77,8409.97,-316,28176159
15901030,-Dlwlrma-,8875.32,8409.95,-34,28176159
14527636,Yuari,8877.94,8408.87,176,28176159
13210963,Aruna,8847.34,8408.66,566,28176159
8440939,-Ryu-,8470.91,8407.17,-371,28176161
7299745,Alyca,8952.55,8406.97,-207,28176158
23249209,ItssM1gu3lxd,8776.95,8406.46,-16,28176159
24972681,- Requeim -,8661.73,8406.08,-220,28176160
19156437,144p_uhd,8967.49,8405.40,-318,28176158
15189878,[Jrc]tommy125,8793.83,8404.82,32,28176159
17050835,[MBR] VTSeele,8858.2,8404.68,-8,28176159
24553856,taoovnnha,8799.97,8404.27,-352,28176159
14943638,Heenu_,8869.89,8402.53,-48,28176159
13947001,-Kamisato-,8588.19,8402.47,418,28176160
12955388,lemoncore,8890.86,8402.37,421,28176159
22250289,haloay2,8613.76,8402.06,118,28176160
16076128,gabyballadares,8039.33,8401.39,-203,28176163
9834759,[GS]clarity,8910.18,8400.08,-6,28176159
6911271,TrapsAreNotGay,8721.85,8398.41,453,28176159
11701167,Jhxannn,8778.43,8398.03,-307,28176159
15186865,Minikrimi,8849.02,8397.57,-123,28176159
22724614,-Kitty,8778.17,8397.55,-121,28176159
24887405,NagitoMoore,8716.51,8397.22,272,28176159
5756327,EZ-MISS,8429.16,8396.80,1356,28176161
26454802,ZdM-,8476.55,8396.28,-305,28176161
20130414,Ontekk,8692.51,8396.05,-230,28176160
2516682,Valt,8835.7,8396.04,319,28176159
18264749,DRSReaper275,8711.92,8395.90,275,28176160
20169089,OctaElUmbreon,8943.51,8395.75,-556,28176158
11511621,sonofemer,8237.29,8394.41,1647,28176162
15757533,kangnanglee,8495.19,8394.23,607,28176160
11808222,Scvnonworker,8244.69,8393.98,1801,28176162
12460860,kackster1,8808.28,8393.84,1,28176159
12018352,Annbee,8804.14,8393.57,85,28176159
10939160,[LINEN][SR],8751.55,8393.14,-110,28176159
11356429,tyrese1605,8763.49,8392.64,412,28176159
6098277,Honma,8668.71,8390.67,366,28176160
12444507,FChenP,8473.24,8389.68,248,28176161
13076648,[GS]Diamond,8644.67,8389.51,430,28176160
28959024,akagi_ishikawa,8616.44,8389.37,408,28176160
15625687,JoseCR,8788.57,8388.55,398,28176159
32579046,ashurn,8343.69,8387.93,722,28176161
21318122,FurryGoOwO,8827.42,8387.80,-246,28176159
11628037,Takoke,8824.02,8386.32,-256,28176159
13744956,Mopsz,8754.2,8386.01,-113,28176159
6045844,phk329,8660.54,8386.00,575,28176160
19758453,seohyun1207,8631.52,8385.37,343,28176160
30760583,[WUZ]CyphiLT,8762.1,8385.10,-174,28176159
16389066,WantACola,8752.06,8384.87,-191,28176159
15149550,DarrenCxoi,8784.02,8384.54,-251,28176159
17759815,RiceyHolmez,8789.48,8383.52,279,28176159
4763040,ATing,9077,8382.00,-487,28176158
17844938,727_,8622.51,8381.21,-524,28176160
25371717,pashalka,8906.96,8380.80,-248,28176159
29207320,zilli0n,8876.42,8379.52,-615,28176159
23067133,Gyeom0915,8671.14,8379.51,360,28176160
27197345,weva,8691.76,8379.31,-29,28176160
29964877,Guest034838,8724.36,8378.90,-102,28176159
4151282,Moofy,8822.13,8378.36,-5,28176159
19623499,KaiWut,8712.97,8377.82,419,28176160
1263173,Reikokaz,8667.86,8376.32,591,28176160
23055329,V3lium,8674.65,8374.38,-63,28176160
20423347,s1gn1cial,8697.01,8373.75,-225,28176160
7941516,Amids,8596.39,8372.23,457,28176160
27978646,Galaxy_81,8806.89,8372.19,-459,28176159
563262,snail_player,8808.58,8371.98,670,28176159
18239077,revisions,8739.68,8371.95,69,28176159
26414514,GhostGodHK,8876.31,8371.04,-316,28176159
28596819,KyashiXGaming69,8188.67,8369.87,-94,28176162
17404281,Grumty,8789.79,8369.25,-266,28176159
29512763,Villanovinho,8579.69,8367.03,373,28176160
13302908,-Macoy-,8784.61,8366.16,-145,28176159
21738871,Bonguis,8652.56,8366.12,18,28176160
6430626,Hubert,8666.88,8365.97,801,28176160
30220646,vvvxx,8799.41,8365.78,-375,28176159
8810018,[ID]Catalyst-,8832.72,8365.73,234,28176159
27904863,CHILLNER,8663.45,8365.09,314,28176160
23327830,choydoru_meep28,8735.93,8364.53,-208,28176159
7714162,Maxer501,8919.47,8364.49,-177,28176159
2173158,Clizapy,8464,8364.09,1520,28176161
11863699,fvrex,8724.49,8363.98,61,28176159
13887380,svp-,8754.88,8363.84,36,28176159
11828733,Ratygon,8643.63,8363.75,79,28176160
9773619,RAI_4,8879.14,8363.04,259,28176159
