id,name,ppOld,ppNew,ppDiff,minuteUpdated
7650877,onepoorfinger,2148.39,2231.84,436,28176718
15926143,C h a r,2436.94,2231.67,195,28176713
4259899,- ZaWarudo -,2309.27,2230.85,586,28176715
4741148,Chocko_BN,2313.04,2230.83,545,28176715
10268809,Cesarthebronzie,2379.49,2229.76,90,28176714
13671874,2121977350,2337.51,2229.32,161,28176715
5874179,ChocoNightmare,2293.12,2229.16,237,28176715
24138253,pwaczar,2176.99,2228.65,464,28176717
9919268,Pr0ximate,2347.68,2228.58,170,28176714
8683787,-Vaan-,2237.26,2228.46,925,28176716
12073347,Cynthesia,2300.76,2228.41,127,28176715
8787678,lukitsa124,2323.72,2227.80,34,28176715
15225994,slov9nin,2332.91,2227.77,292,28176715
1403042,Meiko-chan00,2390.22,2227.62,271,28176714
5105759,power4pi,2231.77,2227.22,96,28176716
12258178,Tzuyufanboy69,2210.35,2227.02,363,28176717
9908397,SnusHansson,2381.65,2226.52,158,28176714
8487290,Tedioz,2379.96,2226.52,-58,28176714
440644,Ishmon,2395.57,2226.43,534,28176714
21927745,Denis228338,2264.88,2226.29,323,28176716
579466,Mangafan204,2542.96,2226.12,388,28176712
8175041,Lyanny,2203.48,2225.93,440,28176717
1491150,Snow Chennai,2382.13,2225.68,746,28176714
11700080,Xdrei,2223.06,2225.47,716,28176716
10871652,y3kth0,2323.72,2225.36,267,28176715
7070461,Moonie Wolf,2326.04,2225.35,172,28176715
12517831,LoliVoiceASMR,2273.91,2225.13,270,28176716
9744004,Sleacen,2370.02,2224.98,179,28176714
11405302,-Sakuo-,2186.39,2224.88,528,28176717
30525389,LLuna123,2221.7,2224.48,723,28176716
1926134,bvrieivewvw,2353.73,2224.41,506,28176714
1889210,Sakuro,2387.42,2224.30,578,28176714
3015769,Fauzan Edris,2346.39,2224.12,443,28176714
3285627,MidnightWolf999,2342.9,2224.10,429,28176714
18074950,[-JUSTIN-],2305.46,2223.79,3,28176715
3195202,[ Yui ],2480.33,2223.76,18,28176713
3813938,khica,2338.63,2223.70,186,28176715
22430792,GreenRunchly,2294.32,2223.51,343,28176715
6646402,sniegiukas,2373.28,2223.31,260,28176714
8577197,OPEN98026,2286.54,2223.27,245,28176715
12593591,Falconaut,2246.42,2222.88,231,28176716
10976632,ProbablyOswald,2298.33,2222.81,66,28176715
8081597,Milog29,2352.09,2222.75,288,28176714
10718557,Yvette_BG,2424.58,2222.12,631,28176713
831912,flawed-,2242.14,2222.08,432,28176716
2352447,11Gogueta15,2399.76,2221.87,520,28176714
12518872,Krebskulm,2395.92,2221.86,495,28176714
16245573,TuViejo,2370.79,2221.83,191,28176714
14296369,KirKa18,2394.31,2221.37,702,28176714
14779878,mokoxD,2263.69,2220.98,418,28176716
14068779,EnderCristal,2371.8,2220.74,347,28176714
3944664,XPING,2372.31,2220.67,-13,28176714
12820940,VANCANTORUS,2330.37,2220.21,279,28176715
11885756,Xhym,2204.69,2219.50,635,28176717
2303422,Nikaidou Shinku,2137.82,2219.26,693,28176718
17202789,R10sh1,2301.25,2219.16,45,28176715
6723313,aiihoppus,2334.84,2218.71,459,28176715
28631101,milochama,2270.49,2218.69,181,28176716
10067349,TheMiau333,2272.6,2218.67,352,28176716
3945215,TheChaot,2348.04,2218.60,394,28176714
8968705,AFKur,2363.05,2218.40,370,28176714
10083439,bojii,2298.31,2218.32,55,28176715
15250742,frachlitz0808,2121.53,2218.15,729,28176718
2295078,Nathanael,2167.49,2217.64,654,28176717
15353899,zNoLxve,2433.81,2217.45,142,28176713
7207869,Petushko,2342.59,2217.44,421,28176714
10325937,Deviore,2243.25,2216.56,488,28176716
12571221,XXXDAYZ,2269.23,2216.35,309,28176716
6536420,DaemonicWolf,2383.33,2216.29,358,28176714
19250061,CuuDen3706,2199.43,2216.10,559,28176717
3386059,Paz,2247.17,2215.77,391,28176716
3790274,xGx,2211.48,2215.77,671,28176717
13418041,Burnt Sugar,2306.13,2215.24,33,28176715
2817678,Slyn,2315.37,2215.16,652,28176715
8044929,Ling-JianJian,2299.86,2214.96,254,28176715
32552675,LiveinGraz,2139.68,2214.50,257,28176718
10690052,DecayingInOsu,2275.89,2214.42,8,28176716
4138567,Rai Chazy,2367.61,2214.23,483,28176714
16589656,andrew rafael,2265.15,2214.18,191,28176716
18810074,44teru,2163.29,2213.53,534,28176717
4463362,ERUMIKO,2342.18,2213.51,248,28176714
25163625,karkoyeet,2262.91,2213.17,104,28176716
10848353,Lunyfreya,2536.34,2213.05,424,28176712
18929456,Trashkk,2201.62,2213.04,335,28176717
685739,nekoyan,2360.78,2212.37,661,28176714
8776905,OyununBuyusu,2323.76,2212.31,121,28176715
17416437,TruePiety,2291.61,2212.27,314,28176715
1819985,Loneliness 09kX,2211.13,2212.24,641,28176717
2376435,karola124124,2324.02,2212.22,168,28176715
6011705,Uehara Ayumu,2297.63,2211.71,538,28176715
14368944,Raon_Astral,2417.31,2211.24,192,28176713
15985325,KochiSama,2220.78,2211.15,821,28176716
5569191,Sieben7,2260.45,2211.06,530,28176716
13943427,AM-III,2237.79,2210.96,218,28176716
15883648,SobekWeeb,2293.93,2210.83,59,28176715
4316063,hent2222,2527.36,2210.22,367,28176712
16147761,_Juno,2229.89,2210.02,288,28176716
2622087,Shardgel,2320.69,2209.83,603,28176715
7280590,InBefore,2253.52,2209.77,144,28176716
17209327,__AVON,2316.89,2209.76,-7,28176715
9116518,Plelec,2233.89,2209.37,453,28176716
5023068,Trasher,2128.39,2209.34,448,28176718
31513736,superarbis,2107.44,2209.30,419,28176718
6177500,HeavenRose,2341.33,2209.18,353,28176715
5368062,Jeraxus,2440.9,2208.90,139,28176713
11605749,zeck_40,2341.52,2208.90,787,28176714
19473059,HapYTguy,2323.06,2208.20,40,28176715
3491586,Janalein,2370.84,2207.98,284,28176714
11447406,YannHe,2270.2,2207.71,182,28176716
8037512,Natsumi-senpai,2259.62,2207.59,555,28176716
12585666,hoangsang123,2199.92,2207.42,406,28176717
31555386,16kokomi_,2224.17,2207.33,61,28176716
9177774,deesse du mal,2357.16,2206.47,864,28176714
2389346,HarddS,2188.13,2206.45,528,28176717
10477839,MagikCatOne,2255.9,2206.36,343,28176716
4745290,Demistasis,2219.64,2206.19,679,28176716
8664140,Sun_Smile,2191.01,2206.17,374,28176717
4456833,vinvit100,2211.26,2206.00,520,28176717
21074469,ashishot,2365.47,2205.99,126,28176714
9395530,aliankuro15,2135.34,2205.71,518,28176718
25379018,Quti,2231.98,2205.51,293,28176716
15502577,qiyanni,2167.04,2205.47,429,28176717
23983132,MightBeReplaced,2144.79,2205.46,813,28176718
